Horten Standard 13%
1.00000  0.00000
0.95000  0.00488
0.90000  0.01014
0.80000  0.02236
0.70000  0.03660
0.60000  0.05294
0.50000  0.06910
0.40000  0.08099
0.30000  0.08639
0.25000  0.08522
0.20000  0.08223
0.15000  0.07527
0.10000  0.06331
0.07500  0.05533
0.05000  0.04544
0.02500  0.03198
0.01250  0.02145
0.00000  0.00000
0.01250  -0.01417
0.02500  -0.01924
0.05000  -0.02685
0.07500  -0.03229
0.10000  -0.03601
0.15000  -0.04011
0.20000  -0.04232
0.25000  -0.04323
0.30000  -0.04362
0.40000  -0.04251
0.50000  -0.03907
0.60000  -0.03390
0.70000  -0.02704
0.80000  -0.01898
0.90000  -0.00962
0.95000  -0.00475
1.00000  0.00000

