avions RC lents. style Baron
1.0000000    0.0000000
0.9000000    0.0270000
0.8000000    0.0528000
0.7000000    0.0764000
0.6000000    0.0966000
0.5000000    0.1124000
0.4000000    0.1208000
0.3000000    0.1225000
0.2000000    0.1169000
0.1000000    0.0955000
0.0750000    0.0860000
0.0500000    0.0730000
0.0250000    0.0523000
0.0125000    0.0370000
0.0000000   -0.0000000
0.0125000   -0.0196000
0.0250000   -0.0264000
0.0500000   -0.0354000
0.0750000   -0.0405000
0.1000000   -0.0438000
0.2000000   -0.0506000
0.3000000   -0.0500000
0.4000000   -0.0449000
0.5000000   -0.0393000
0.6000000   -0.0337000
0.7000000   -0.0264000
0.8000000   -0.0191000
0.9000000   -0.0118000
1.0000000    0.0000000

"Xavier SCHMIDT" <airxav@hotmail.com> le 09/02/2004
