FAD04 10.5%  A-V trapézoidale Alysée (Looping)
1.000000    0.000000
0.900000    0.004950
0.800000    0.013210
0.700000    0.028960
0.600000    0.043270
0.500000    0.054860
0.400000    0.062670
0.300000    0.066090
0.200000    0.064230
0.100000    0.052250
0.050000    0.039450
0.030000    0.031630
0.015000    0.023450
0.010000    0.019640
0.005000    0.014240
0.002500    0.010130
0.001000    0.006520
0.000000    0.000000
0.001000   -0.006250
0.002500   -0.010130
0.005000   -0.013880
0.010000   -0.018030
0.015000   -0.020000
0.030000   -0.023810
0.050000   -0.027930
0.100000   -0.034090
0.200000   -0.038100
0.300000   -0.038220
0.400000   -0.034860
0.500000   -0.030520
0.600000   -0.025760
0.700000   -0.020970
0.800000   -0.012570
0.900000   -0.005020
1.000000    0.000000

Martinmilanjp@aol.com 03/02/04
