DU86-137/25 According to prof. Boermans 
1.00000 .00000
.99000 .00109
.98000 .00222
.97000 .00337
.96000 .00453
.95000 .00571
.94000 .00689
.93000 .00809
.92000 .00929
.91000 .01051
.90000 .01173
.87500 .01482
.85000 .01796
.82500 .02116
.80000 .02441
.77500 .02784
.75000 .03201
.72500 .03730
.70000 .04292
.67500 .04772
.65000 .05168
.62500 .05512
.60000 .05806
.57500 .06055
.55000 .06265
.52500 .06439
.50000 .06582
.47500 .06694
.45000 .06776
.44000 .06802
.43000 .06822
.42000 .06839
.41000 .06851
.40000 .06858
.39000 .06861
.38000 .06860
.37000 .06855
.36000 .06845
.35000 .06830
.34000 .06811
.33000 .06787
.32000 .06759
.31000 .06726
.30000 .06688
.29000 .06646
.28000 .06598
.27000 .06545
.26000 .06486
.25000 .06422
.24000 .06352
.23000 .06276
.22000 .06193
.21000 .06104
.20000 .06009
.19000 .05905
.18000 .05795
.17000 .05675
.16000 .05548
.15000 .05410
.14000 .05263
.13000 .05105
.12000 .04936
.11000 .04754
.10000 .04557
.09500 .04453
.09000 .04345
.08500 .04232
.08000 .04115
.07500 .03993
.07000 .03865
.06500 .03732
.06000 .03592
.05500 .03445
.05000 .03289
.04500 .03124
.04000 .02949
.03500 .02760
.03000 .02557
.02500 .02335
.02000 .02089
.01750 .01955
.01500 .01810
.01250 .01653
.01000 .01481
.00900 .01407
.00800 .01329
.00700 .01246
.00600 .01158
.00500 .01061
.00400 .00955
.00300 .00833
.00200 .00688
.00100 .00492
.00075 .00427
.00050 .00348
.00025 .00246
.00000 .00000
.00025 -.00227
.00050 -.00313
.00075 -.00376
.00100 -.00427
.00200 -.00585
.00300 -.00704
.00400 -.00805
.00500 -.00894
.00600 -.00974
.00700 -.01048
.00800 -.01118
.00900 -.01185
.01000 -.01249
.01250 -.01400
.01500 -.01540
.01750 -.01670
.02000 -.01793
.02500 -.02021
.03000 -.02230
.03500 -.02422
.04000 -.02600
.04500 -.02767
.05000 -.02924
.05500 -.03074
.06000 -.03216
.06500 -.03352
.07000 -.03482
.07500 -.03607
.08000 -.03727
.08500 -.03842
.09000 -.03953
.09500 -.04061
.10000 -.04166
.11000 -.04365
.12000 -.04552
.13000 -.04728
.14000 -.04894
.15000 -.05051
.16000 -.05198
.17000 -.05337
.18000 -.05469
.19000 -.05592
.20000 -.05709
.21000 -.05818
.22000 -.05921
.23000 -.06017
.24000 -.06107
.25000 -.06192
.26000 -.06270
.27000 -.06343
.28000 -.06410
.29000 -.06471
.30000 -.06527
.31000 -.06577
.32000 -.06622
.33000 -.06662
.34000 -.06697
.35000 -.06727
.36000 -.06752
.37000 -.06772
.38000 -.06787
.39000 -.06797
.40000 -.06802
.41000 -.06802
.42000 -.06797
.43000 -.06787
.44000 -.06773
.45000 -.06754
.47500 -.06685
.50000 -.06588
.52500 -.06460
.55000 -.06301
.57500 -.06109
.60000 -.05880
.62500 -.05611
.65000 -.05298
.67500 -.04939
.70000 -.04537
.72500 -.04092
.75000 -.03612
.77500 -.03112
.80000 -.02612
.82500 -.02129
.85000 -.01675
.87500 -.01257
.90000 -.00882
.91000 -.00745
.92000 -.00618
.93000 -.00498
.94000 -.00387
.95000 -.00287
.96000 -.00196
.97000 -.00117
.98000 -.00059
.99000 -.00030
1.00000 .00000

< About the hinge position. You can find it just from analysis of the airfoil
 name. The Delft standard for airfoil names is:
 DU - means Delft University;
 86 - airfoil design has been finished in 1986;
 137 - airfoil thickness - 13.7%;
 25 - flap chord is 25%.
 So the hinge position is X=0.75 from the leading edge and because this
 airfoil has been designed for horizontal tail Y=0.
